국내 수소차 등록현황(연도별) 테이블,,,,,,,,
국내 수소차 등록현황(연도별),,,,,,,,
※ 본 통계는 분기별 1회 업데이트 됨 (단위 : 대),,,,,,,,
분류별,연도,,,,,,,
,2018년,2019년,2020년,2021년,2022년,2023년,2024년,2025년
합계(누적),893,"5,083","10,906","19,404","29,623","34,258","37,557","42,674"
